Sample	Family	Gender	Population	Population Description	Super Population	Super Population Description
NA19657	m007	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19658	m007	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19659	m007	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19660	m008	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19661	m008	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19662	m008	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19663	m012	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19664	m012	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19665	m012	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19669	m002	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19670	m002	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19671	m002	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19672	2382	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19674	2382	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19675	m004	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19676	m004	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19677	m004	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19678	m009	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19679	m009	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19680	m009	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19681	m010	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19682	m010	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19683	m010	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19684	m011	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19685	m011	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19686	m011	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19700	2367	male	ASW	African Ancestry in Southwest US	AFR	African
NA19701	2367	female	ASW	African Ancestry in Southwest US	AFR	African
NA19702	2367	male	ASW	African Ancestry in Southwest US	AFR	African
NA19703	2368	male	ASW	African Ancestry in Southwest US	AFR	African
NA19704	2368	female	ASW	African Ancestry in Southwest US	AFR	African
NA19705	2368	male	ASW	African Ancestry in Southwest US	AFR	African
NA19707	2369	female	ASW	African Ancestry in Southwest US	AFR	African
NA19708	2369	female	ASW	African Ancestry in Southwest US	AFR	African
NA19711	2371	male	ASW	African Ancestry in Southwest US	AFR	African
NA19712	2371	female	ASW	African Ancestry in Southwest US	AFR	African
NA19713	2436	female	ASW	African Ancestry in Southwest US	AFR	African
NA19714	2437	female	ASW	African Ancestry in Southwest US	AFR	African
NA19716	m014	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19717	m014	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19718	m014	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19719	m015	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19720	m015	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19721	m015	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19722	m016	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19723	m016	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19724	m016	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19725	m017	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19726	m017	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19727	m017	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19728	m018	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19729	m018	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19730	m018	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19731	m019	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19732	m019	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19733	m019	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19734	2393	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19735	2393	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19737	2394	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19738	2394	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19740	2395	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19741	2395	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19742	2395	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19746	m023	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19747	m023	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19748	m023	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19749	m024	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19750	m024	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19751	m024	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19752	2401	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19753	2401	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19754	2401	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19755	m026	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19756	m026	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19757	m026	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19758	m027	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19759	m027	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19760	m027	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19761	m028	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19762	m028	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19763	m028	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19764	2405	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19766	2405	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19770	m031	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19771	m031	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19772	m031	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19773	m033	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19774	m033	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19775	m033	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19776	m034	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19777	m034	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19778	m034	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19779	m035	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19780	m035	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19781	m035	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19782	m036	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19783	m036	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19784	m036	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19785	m032	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19786	m032	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19787	m032	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19788	m037	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19789	m037	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19790	m037	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19792	2414	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19794	m039	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19795	m039	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19796	m039	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19797	2416	female	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19798	2416	male	MXL	Mexican Ancestry in Los Angeles, California	AMR	American
NA19818	2418	male	ASW	African Ancestry in Southwest US	AFR	African
NA19819	2418	female	ASW	African Ancestry in Southwest US	AFR	African
NA19828	2418	male	ASW	African Ancestry in Southwest US	AFR	African
NA19834	2424	male	ASW	African Ancestry in Southwest US	AFR	African
NA19835	2424	female	ASW	African Ancestry in Southwest US	AFR	African
NA19836	2424	female	ASW	African Ancestry in Southwest US	AFR	African
NA19900	2425	male	ASW	African Ancestry in Southwest US	AFR	African
NA19901	2425	female	ASW	African Ancestry in Southwest US	AFR	African
NA19902	2425	female	ASW	African Ancestry in Southwest US	AFR	African
NA19904	2426	male	ASW	African Ancestry in Southwest US	AFR	African
NA19905	2426	female	ASW	African Ancestry in Southwest US	AFR	African
NA19908	2427	male	ASW	African Ancestry in Southwest US	AFR	African
NA19909	2427	female	ASW	African Ancestry in Southwest US	AFR	African
NA19913	2426a	female	ASW	African Ancestry in Southwest US	AFR	African
NA19914	2430	female	ASW	African Ancestry in Southwest US	AFR	African
NA19915	2430	male	ASW	African Ancestry in Southwest US	AFR	African
NA19916	2431	male	ASW	African Ancestry in Southwest US	AFR	African
NA19917	2431	female	ASW	African Ancestry in Southwest US	AFR	African
NA19918	2431	male	ASW	African Ancestry in Southwest US	AFR	African
NA19919	2427	male	ASW	African Ancestry in Southwest US	AFR	African
NA19920	2433	male	ASW	African Ancestry in Southwest US	AFR	African
NA19921	2433	female	ASW	African Ancestry in Southwest US	AFR	African
NA19922	2434	male	ASW	African Ancestry in Southwest US	AFR	African
NA19923	2434	female	ASW	African Ancestry in Southwest US	AFR	African
NA19924	2434	female	ASW	African Ancestry in Southwest US	AFR	African
NA19982	2436	male	ASW	African Ancestry in Southwest US	AFR	African
NA19983	2436	female	ASW	African Ancestry in Southwest US	AFR	African
NA19984	2437a	male	ASW	African Ancestry in Southwest US	AFR	African
NA19985	2437	female	ASW	African Ancestry in Southwest US	AFR	African
NA20126	2446	male	ASW	African Ancestry in Southwest US	AFR	African
NA20127	2446	female	ASW	African Ancestry in Southwest US	AFR	African
NA20128	2446	female	ASW	African Ancestry in Southwest US	AFR	African
NA20129	2433	female	ASW	African Ancestry in Southwest US	AFR	African
NA20274	2357a	female	ASW	African Ancestry in Southwest US	AFR	African
NA20276	2466	female	ASW	African Ancestry in Southwest US	AFR	African
NA20277	2466	female	ASW	African Ancestry in Southwest US	AFR	African
NA20278	2467	male	ASW	African Ancestry in Southwest US	AFR	African
NA20279	2467	male	ASW	African Ancestry in Southwest US	AFR	African
NA20281	2469a	male	ASW	African Ancestry in Southwest US	AFR	African
NA20282	2469	female	ASW	African Ancestry in Southwest US	AFR	African
NA20284	2469	male	ASW	African Ancestry in Southwest US	AFR	African
NA20285	2469	male	ASW	African Ancestry in Southwest US	AFR	African
NA20287	2470	female	ASW	African Ancestry in Southwest US	AFR	African
NA20288	2470	male	ASW	African Ancestry in Southwest US	AFR	African
NA20289	2471	female	ASW	African Ancestry in Southwest US	AFR	African
NA20290	2471	female	ASW	African Ancestry in Southwest US	AFR	African
NA20291	2472	male	ASW	African Ancestry in Southwest US	AFR	African
NA20292	2472	female	ASW	African Ancestry in Southwest US	AFR	African
NA20294	2474	female	ASW	African Ancestry in Southwest US	AFR	African
NA20295	2474	male	ASW	African Ancestry in Southwest US	AFR	African
NA20296	2475	female	ASW	African Ancestry in Southwest US	AFR	African
NA20297	2475	male	ASW	African Ancestry in Southwest US	AFR	African
NA20298	2476a	male	ASW	African Ancestry in Southwest US	AFR	African
NA20299	2476	female	ASW	African Ancestry in Southwest US	AFR	African
NA20300	2476	female	ASW	African Ancestry in Southwest US	AFR	African
NA20301	2477	female	ASW	African Ancestry in Southwest US	AFR	African
NA20302	2477	male	ASW	African Ancestry in Southwest US	AFR	African
NA20312	2478i	female	ASW	African Ancestry in Southwest US	AFR	African
NA20313	2478ii	female	ASW	African Ancestry in Southwest US	AFR	African
NA20314	2479	female	ASW	African Ancestry in Southwest US	AFR	African
NA20316	2479	male	ASW	African Ancestry in Southwest US	AFR	African
NA20317	2480	female	ASW	African Ancestry in Southwest US	AFR	African
NA20318	2480a	male	ASW	African Ancestry in Southwest US	AFR	African
NA20319	2480	female	ASW	African Ancestry in Southwest US	AFR	African
NA20320	2481a	female	ASW	African Ancestry in Southwest US	AFR	African
NA20321	2481	female	ASW	African Ancestry in Southwest US	AFR	African
NA20322	2481	female	ASW	African Ancestry in Southwest US	AFR	African
NA20332	2483	female	ASW	African Ancestry in Southwest US	AFR	African
NA20333	2483	female	ASW	African Ancestry in Southwest US	AFR	African
NA20334	2484	female	ASW	African Ancestry in Southwest US	AFR	African
NA20335	2484	male	ASW	African Ancestry in Southwest US	AFR	African
NA20336	2485	female	ASW	African Ancestry in Southwest US	AFR	African
NA20337	2485	female	ASW	African Ancestry in Southwest US	AFR	African
NA20339	2486	female	ASW	African Ancestry in Southwest US	AFR	African
NA20340	2487	male	ASW	African Ancestry in Southwest US	AFR	African
NA20341	2487	female	ASW	African Ancestry in Southwest US	AFR	African
NA20342	2488	male	ASW	African Ancestry in Southwest US	AFR	African
NA20343	2488	male	ASW	African Ancestry in Southwest US	AFR	African
NA20344	2489	female	ASW	African Ancestry in Southwest US	AFR	African
NA20345	2489	male	ASW	African Ancestry in Southwest US	AFR	African
NA20346	2490	male	ASW	African Ancestry in Southwest US	AFR	African
NA20347	2490	male	ASW	African Ancestry in Southwest US	AFR	African
NA20348	2491	male	ASW	African Ancestry in Southwest US	AFR	African
NA20349	2492	male	ASW	African Ancestry in Southwest US	AFR	African
NA20350	2492	male	ASW	African Ancestry in Southwest US	AFR	African
NA20351	2493	male	ASW	African Ancestry in Southwest US	AFR	African
NA20355	2484a	female	ASW	African Ancestry in Southwest US	AFR	African
NA20356	2494	male	ASW	African Ancestry in Southwest US	AFR	African
NA20357	2494	female	ASW	African Ancestry in Southwest US	AFR	African
NA20358	2494	male	ASW	African Ancestry in Southwest US	AFR	African
NA20359	2495	female	ASW	African Ancestry in Southwest US	AFR	African
NA20360	2495	male	ASW	African Ancestry in Southwest US	AFR	African
NA20361	2495	female	ASW	African Ancestry in Southwest US	AFR	African
NA20362	2495a	male	ASW	African Ancestry in Southwest US	AFR	African
NA20363	2496	female	ASW	African Ancestry in Southwest US	AFR	African
NA20364	2496	female	ASW	African Ancestry in Southwest US	AFR	African
NA20412	2505	female	ASW	African Ancestry in Southwest US	AFR	African
NA20413	2505	male	ASW	African Ancestry in Southwest US	AFR	African
NA20414	2506	female	ASW	African Ancestry in Southwest US	AFR	African
NA20502	NA20502	female	TSI	Toscani in Italy	EUR	European
NA20503	NA20503	female	TSI	Toscani in Italy	EUR	European
NA20504	NA20504	female	TSI	Toscani in Italy	EUR	European
NA20505	NA20505	female	TSI	Toscani in Italy	EUR	European
NA20506	NA20506	female	TSI	Toscani in Italy	EUR	European
NA20507	NA20507	female	TSI	Toscani in Italy	EUR	European
NA20508	NA20508	female	TSI	Toscani in Italy	EUR	European
NA20509	NA20509	male	TSI	Toscani in Italy	EUR	European
NA20510	NA20510	male	TSI	Toscani in Italy	EUR	European
NA20511	NA20511	male	TSI	Toscani in Italy	EUR	European
NA20512	NA20512	male	TSI	Toscani in Italy	EUR	European
NA20513	NA20513	male	TSI	Toscani in Italy	EUR	European
NA20514	NA20514	female	TSI	Toscani in Italy	EUR	European
NA20515	NA20515	male	TSI	Toscani in Italy	EUR	European
NA20516	NA20516	male	TSI	Toscani in Italy	EUR	European
NA20517	NA20517	female	TSI	Toscani in Italy	EUR	European
NA20518	NA20518	male	TSI	Toscani in Italy	EUR	European
NA20519	NA20519	male	TSI	Toscani in Italy	EUR	European
NA20520	NA20520	male	TSI	Toscani in Italy	EUR	European
NA20521	NA20521	male	TSI	Toscani in Italy	EUR	European
NA20522	NA20522	female	TSI	Toscani in Italy	EUR	European
NA20524	NA20524	male	TSI	Toscani in Italy	EUR	European
NA20525	NA20525	male	TSI	Toscani in Italy	EUR	European
NA20526	NA20526	female	TSI	Toscani in Italy	EUR	European
NA20527	NA20527	male	TSI	Toscani in Italy	EUR	European
NA20528	NA20528	male	TSI	Toscani in Italy	EUR	European
NA20529	NA20529	female	TSI	Toscani in Italy	EUR	European
NA20530	NA20530	female	TSI	Toscani in Italy	EUR	European
NA20531	NA20531	female	TSI	Toscani in Italy	EUR	European
NA20532	NA20532	male	TSI	Toscani in Italy	EUR	European
NA20533	NA20533	female	TSI	Toscani in Italy	EUR	European
NA20534	NA20534	male	TSI	Toscani in Italy	EUR	European
NA20535	NA20535	female	TSI	Toscani in Italy	EUR	European
NA20536	NA20536	male	TSI	Toscani in Italy	EUR	European
NA20537	NA20537	male	TSI	Toscani in Italy	EUR	European
NA20538	NA20538	male	TSI	Toscani in Italy	EUR	European
NA20539	NA20539	male	TSI	Toscani in Italy	EUR	European
NA20540	NA20540	female	TSI	Toscani in Italy	EUR	European
NA20541	NA20541	female	TSI	Toscani in Italy	EUR	European
NA20542	NA20542	female	TSI	Toscani in Italy	EUR	European
NA20543	NA20543	male	TSI	Toscani in Italy	EUR	European
NA20544	NA20544	male	TSI	Toscani in Italy	EUR	European
NA20581	NA20581	male	TSI	Toscani in Italy	EUR	European
NA20582	NA20582	female	TSI	Toscani in Italy	EUR	European
NA20585	NA20585	female	TSI	Toscani in Italy	EUR	European
NA20586	NA20586	male	TSI	Toscani in Italy	EUR	European
NA20587	NA20587	female	TSI	Toscani in Italy	EUR	European
NA20588	NA20588	male	TSI	Toscani in Italy	EUR	European
NA20589	NA20589	female	TSI	Toscani in Italy	EUR	European
NA20752	NA20752	male	TSI	Toscani in Italy	EUR	European
NA20753	NA20753	female	TSI	Toscani in Italy	EUR	European
NA20754	NA20754	male	TSI	Toscani in Italy	EUR	European
NA20755	NA20755	male	TSI	Toscani in Italy	EUR	European
NA20756	NA20756	female	TSI	Toscani in Italy	EUR	European
NA20757	NA20757	female	TSI	Toscani in Italy	EUR	European
NA20758	NA20758	male	TSI	Toscani in Italy	EUR	European
NA20759	NA20759	male	TSI	Toscani in Italy	EUR	European
NA20760	NA20760	female	TSI	Toscani in Italy	EUR	European
NA20761	NA20761	female	TSI	Toscani in Italy	EUR	European
NA20762	NA20762	male	TSI	Toscani in Italy	EUR	European
NA20763	NA20763	male	TSI	Toscani in Italy	EUR	European
NA20764	NA20764	female	TSI	Toscani in Italy	EUR	European
NA20765	NA20765	male	TSI	Toscani in Italy	EUR	European
NA20766	NA20766	female	TSI	Toscani in Italy	EUR	European
NA20767	NA20767	male	TSI	Toscani in Italy	EUR	European
NA20768	NA20768	female	TSI	Toscani in Italy	EUR	European
NA20769	NA20769	female	TSI	Toscani in Italy	EUR	European
NA20770	NA20770	male	TSI	Toscani in Italy	EUR	European
NA20771	NA20771	female	TSI	Toscani in Italy	EUR	European
NA20772	NA20772	female	TSI	Toscani in Italy	EUR	European
NA20773	NA20773	female	TSI	Toscani in Italy	EUR	European
NA20774	NA20774	female	TSI	Toscani in Italy	EUR	European
NA20775	NA20775	female	TSI	Toscani in Italy	EUR	European
NA20778	NA20778	male	TSI	Toscani in Italy	EUR	European
NA20783	NA20783	male	TSI	Toscani in Italy	EUR	European
NA20785	NA20785	male	TSI	Toscani in Italy	EUR	European
NA20786	NA20786	female	TSI	Toscani in Italy	EUR	European
NA20787	NA20787	male	TSI	Toscani in Italy	EUR	European
NA20790	NA20790	female	TSI	Toscani in Italy	EUR	European
NA20792	NA20792	male	TSI	Toscani in Italy	EUR	European
NA20795	NA20795	female	TSI	Toscani in Italy	EUR	European
NA20796	NA20796	male	TSI	Toscani in Italy	EUR	European
NA20797	NA20797	female	TSI	Toscani in Italy	EUR	European
NA20798	NA20798	male	TSI	Toscani in Italy	EUR	European
NA20799	NA20799	female	TSI	Toscani in Italy	EUR	European
NA20800	NA20800	female	TSI	Toscani in Italy	EUR	European
NA20801	NA20801	male	TSI	Toscani in Italy	EUR	European
NA20802	NA20802	female	TSI	Toscani in Italy	EUR	European
NA20803	NA20803	male	TSI	Toscani in Italy	EUR	European
NA20804	NA20804	female	TSI	Toscani in Italy	EUR	European
NA20805	NA20805	male	TSI	Toscani in Italy	EUR	European
NA20806	NA20806	male	TSI	Toscani in Italy	EUR	European
NA20807	NA20807	female	TSI	Toscani in Italy	EUR	European
NA20808	NA20808	female	TSI	Toscani in Italy	EUR	European
NA20809	NA20809	male	TSI	Toscani in Italy	EUR	European
NA20810	NA20810	male	TSI	Toscani in Italy	EUR	European
NA20811	NA20811	male	TSI	Toscani in Italy	EUR	European
NA20812	NA20812	male	TSI	Toscani in Italy	EUR	European
NA20813	NA20813	female	TSI	Toscani in Italy	EUR	European
NA20814	NA20814	male	TSI	Toscani in Italy	EUR	European
NA20815	NA20815	male	TSI	Toscani in Italy	EUR	European
NA20816	NA20816	male	TSI	Toscani in Italy	EUR	European
NA20818	NA20818	female	TSI	Toscani in Italy	EUR	European
